File Name:,G:\PUM\DATA\MicroPEM_010318_160408raw.csv
Download Date:,01/03/2018
Total Download Time (s):,3.3

Device Serial #:,RTI321177N
Date/Time Hardware:,5/24/2016
Date/Time Software:,1/27/2017,v2.0.6236.20371
Participant ID#:,
Filter ID#:,S000000
Participant Weight (kg),NA
Inlet Aerosol Size:,PM2.5
Laser Cycling Variables:Delay - Sampling time - Off time,1,1,8
System Times,No cycling - Always On
Sensor,Slope,Offset,Log Interval,High Target (ref only),Low target (ref only)
Nephelometer,3.0000,87,10
Temperature,1.0000,53,30
Humidity,1.0000,-8,10
Inlet Pressure,4095.0000,0,30,1920,1408
Orifice Pressure,4095.0000,0,30,1920,1408
Flow,,,30,900,200,0.5
Accelerometer,,,30
Battery,,,60
Ventilation,NA,NA

Date,Time,RH-Corrected Nephelometer,RH-Corrected Nephelometer HR,Temp,RH,Battery,Inlet Press,Orifice Press,Flow,X-axis,Y-axis,Z-axis,Vector Sum Composite,ShutDownReason,Wearing Compliance,ValidityWearingCompliance validation
Date,Time,μg/m³,μg/m³,C,%,V,in H2O,in H2O,Lpm,g-unit,g-unit,g-unit,g-unit,,0=valid, 1=questionable, 2=invalid,0=valid, 1=questionable, 2=invalid

5/25/2016,05:48:10,11.680,13.140,23.1,28.1,4.1,1.98,0.82,0.50,,,,,,,
5/25/2016,05:48:20,14.572,17.487,,28.9,,,,,,,,,,,
5/25/2016,05:48:30,40.865,42.324,,28.2,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:48:40,11.667,13.126,23.0,28.5,,1.97,0.81,0.50,,,,,,,
5/25/2016,05:48:50,17.504,17.504,,28.5,,,,,,,,,,,
5/25/2016,05:49:00,20.436,20.436,,28.2,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:49:10,26.266,26.266,23.0,28.3,4.1,1.97,0.82,0.50,,,,,,,
5/25/2016,05:49:20,11.679,13.139,,28.1,,,,,,,,,,,
5/25/2016,05:49:30,11.682,13.142,,28.0,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:49:40,17.527,18.988,22.9,27.9,,1.97,0.81,0.50,,,,,,,
5/25/2016,05:49:50,23.343,24.802,,28.4,,,,,,,,,,,
5/25/2016,05:50:00,17.518,17.518,,28.1,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:50:10,14.607,16.068,23.0,27.9,4.0,1.98,0.82,0.50,,,,,,,
5/25/2016,05:50:20,11.675,14.593,,28.3,,,,,,,,,,,
5/25/2016,05:50:30,14.682,17.618,,25.4,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:50:40,23.351,23.351,23.0,28.2,,1.97,0.81,0.50,,,,,,,
5/25/2016,05:50:50,17.521,18.981,,28.0,,,,,,,,,,,
5/25/2016,05:51:00,20.462,20.462,,27.6,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:51:10,14.611,16.072,22.9,27.7,4.1,1.98,0.81,0.50,,,,,,,
5/25/2016,05:51:20,14.593,14.593,,28.3,,,,,,,,,,,
5/25/2016,05:51:30,32.139,33.600,,27.8,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:51:40,14.603,16.064,23.0,28.0,,1.97,0.81,0.50,,,,,,,
5/25/2016,05:51:50,14.612,14.612,,27.7,,,,,,,,,,,
5/25/2016,05:52:00,23.345,23.345,,28.4,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:52:10,17.533,18.994,23.1,27.7,4.1,1.98,0.82,0.50,,,,,,,
5/25/2016,05:52:20,17.573,17.573,,26.7,,,,,,,,,,,
5/25/2016,05:52:30,14.593,14.593,,28.3,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:52:40,14.580,17.496,23.0,28.7,,1.97,0.81,0.50,,,,,,,
5/25/2016,05:52:50,14.584,16.043,,28.5,,,,,,,,,,,
5/25/2016,05:53:00,26.254,27.712,,28.5,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:53:10,17.490,18.947,23.0,28.8,4.1,1.98,0.82,0.50,,,,,,,
5/25/2016,05:53:20,20.398,21.855,,29.0,,,,,,,,,,,
5/25/2016,05:53:30,11.653,13.109,,29.1,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:53:40,23.345,24.804,22.8,28.4,,1.97,0.81,0.50,,,,,,,
5/25/2016,05:53:50,17.504,18.963,,28.5,,,,,,,,,,,
5/25/2016,05:54:00,17.506,18.965,,28.4,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:54:10,52.554,54.014,22.9,28.1,4.1,1.97,0.81,0.50,,,,,,,
5/25/2016,05:54:20,17.512,17.512,,28.3,,,,,,,,,,,
5/25/2016,05:54:30,17.504,17.504,,28.5,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:54:40,14.601,16.061,23.1,28.0,,1.98,0.81,0.50,,,,,,,
5/25/2016,05:54:50,35.039,36.499,,28.1,,,,,,,,,,,
5/25/2016,05:55:00,20.445,21.905,,28.0,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:55:10,23.349,23.349,23.0,28.3,4.1,1.97,0.81,0.50,,,,,,,
5/25/2016,05:55:20,20.461,21.922,,27.6,,,,,,,,,,,
5/25/2016,05:55:30,32.203,33.667,,26.9,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:55:40,14.598,16.058,22.9,28.1,,1.97,0.82,0.50,,,,,,,
5/25/2016,05:55:50,14.609,16.069,,27.8,,,,,,,,,,,
5/25/2016,05:56:00,20.466,21.928,,27.5,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:56:10,23.390,26.313,23.0,27.5,4.1,1.97,0.82,0.50,,,,,,,
5/25/2016,05:56:20,17.541,19.002,,27.5,,,,,,,,,,,
5/25/2016,05:56:30,14.595,16.054,,28.2,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:56:40,14.614,16.075,23.0,27.7,,1.96,0.81,0.50,,,,,,,
5/25/2016,05:56:50,14.617,17.541,,27.5,,,,,,,,,,,
5/25/2016,05:57:00,17.535,20.457,,27.7,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:57:10,17.527,18.988,23.0,27.9,4.1,1.96,0.80,0.50,,,,,,,
5/25/2016,05:57:20,17.539,19.001,,27.6,,,,,,,,,,,
5/25/2016,05:57:30,14.611,16.072,,27.7,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:57:40,20.466,20.466,23.0,27.5,,1.97,0.82,0.50,,,,,,,
5/25/2016,05:57:50,14.614,14.614,,27.7,,,,,,,,,,,
5/25/2016,05:58:00,14.606,14.606,,27.9,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:58:10,14.589,16.048,23.0,28.4,4.1,1.97,0.82,0.50,,,,,,,
5/25/2016,05:58:20,23.316,24.773,,28.9,,,,,,,,,,,
5/25/2016,05:58:30,20.443,21.903,,28.0,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:58:40,14.609,16.069,23.0,27.8,,1.97,0.81,0.50,,,,,,,
5/25/2016,05:58:50,14.587,14.587,,28.5,,,,,,,,,,,
5/25/2016,05:59:00,40.839,42.298,,28.5,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:59:10,11.668,14.585,23.0,28.5,4.1,1.97,0.82,0.50,,,,,,,
5/25/2016,05:59:20,23.359,24.819,,28.1,,,,,,,,,,,
5/25/2016,05:59:30,17.509,17.509,,28.4,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,05:59:40,23.419,23.419,23.0,26.9,,1.97,0.80,0.50,,,,,,,
5/25/2016,05:59:50,20.454,21.915,,27.8,,,,,,,,,,,
5/25/2016,06:00:00,11.682,11.682,,28.0,4.0,,,,1.00,0.00,0.02,1.00,,,
5/25/2016,06:00:10,14.595,17.513,23.0,28.2,4.1,1.97,0.81,0.50,,,,,,,
5/25/2016,06:00:20,17.509,17.509,,28.4,,,,,,,,,,,
5/25/2016,06:00:30,20.427,23.345,,28.4,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:00:40,14.567,14.567,23.0,29.0,,1.97,0.82,0.50,,,,,,,
5/25/2016,06:00:50,17.487,17.487,,28.9,,,,,,,,,,,
5/25/2016,06:01:00,26.259,26.259,,28.4,,,,,1.00,0.00,0.02,1.00,,,
5/25/2016,06:01:10,14.584,16.043,23.1,28.5,4.1,1.98,0.82,0.50,,,,,,,
5/25/2016,06:01:20,11.646,13.102,,29.3,,,,,,,,,,,
5/25/2016,06:01:30,17.479,17.479,,29.1,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:01:40,17.469,18.925,22.9,29.3,,1.97,0.82,0.50,,,,,,,
5/25/2016,06:01:50,14.575,16.032,,28.8,,,,,,,,,,,
5/25/2016,06:02:00,14.574,16.031,,28.9,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:02:10,20.418,20.418,23.1,28.5,4.0,1.97,0.81,0.50,,,,,,,
5/25/2016,06:02:20,17.482,18.939,,29.0,,,,,,,,,,,
5/25/2016,06:02:30,17.464,17.464,,29.4,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:02:40,14.552,14.552,23.1,29.5,,1.97,0.81,0.50,,,,,,,
5/25/2016,06:02:50,29.077,29.077,,29.9,,,,,,,,,,,
5/25/2016,06:03:00,11.650,13.107,,29.2,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:03:10,11.673,13.132,23.1,28.4,4.1,1.98,0.81,0.50,,,,,,,
5/25/2016,06:03:20,17.510,17.510,,28.3,,,,,,,,,,,
5/25/2016,06:03:30,14.607,17.529,,27.9,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:03:40,11.678,13.137,23.2,28.2,,1.97,0.81,0.50,,,,,,,
5/25/2016,06:03:50,17.532,18.993,,27.8,,,,,,,,,,,
5/25/2016,06:04:00,17.509,18.968,,28.4,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:04:10,14.585,16.044,23.0,28.5,4.0,1.98,0.81,0.50,,,,,,,
5/25/2016,06:04:20,14.588,16.047,,28.4,,,,,,,,,,,
5/25/2016,06:04:30,17.510,17.510,,28.3,,,,,1.00,0.00,0.02,1.00,,,
5/25/2016,06:04:40,29.207,29.207,23.1,28.0,,1.97,0.81,0.50,,,,,,,
5/25/2016,06:04:50,14.597,16.057,,28.2,,,,,,,,,,,
5/25/2016,06:05:00,29.181,29.181,,28.4,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:05:10,11.675,13.134,23.0,28.3,4.1,1.97,0.81,0.50,,,,,,,
5/25/2016,06:05:20,14.605,14.605,,27.9,,,,,,,,,,,
5/25/2016,06:05:30,26.282,26.282,,28.0,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:05:40,17.533,18.994,23.0,27.7,,1.97,0.82,0.50,,,,,,,
5/25/2016,06:05:50,20.462,20.462,,27.6,,,,,,,,,,,
5/25/2016,06:06:00,17.526,18.986,,27.9,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:06:10,17.547,19.009,22.9,27.4,4.1,1.97,0.80,0.50,,,,,,,
5/25/2016,06:06:20,14.612,16.073,,27.7,,,,,,,,,,,
5/25/2016,06:06:30,11.679,13.139,,28.1,,,,,1.00,0.00,0.02,1.00,,,
5/25/2016,06:06:40,14.591,16.050,23.0,28.4,,1.97,0.81,0.50,,,,,,,
5/25/2016,06:06:50,14.564,16.021,,29.1,,,,,,,,,,,
5/25/2016,06:07:00,11.694,14.617,,27.5,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:07:10,23.353,26.272,23.1,28.2,4.1,1.97,0.81,0.50,,,,,,,
5/25/2016,06:07:20,29.197,29.197,,28.1,,,,,,,,,,,
5/25/2016,06:07:30,14.570,16.027,,29.0,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:07:40,14.576,17.492,23.0,28.8,,1.97,0.80,0.50,,,,,,,
5/25/2016,06:07:50,14.572,16.030,,28.9,,,,,,,,,,,
5/25/2016,06:08:00,34.999,34.999,,28.6,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:08:10,14.580,16.038,22.9,28.7,4.0,1.97,0.82,0.50,,,,,,,
5/25/2016,06:08:20,17.503,18.961,,28.5,,,,,,,,,,,
5/25/2016,06:08:30,11.664,14.580,,28.7,,,,,1.00,0.00,0.02,1.00,,,
5/25/2016,06:08:40,17.515,18.975,22.9,28.2,,1.97,0.81,0.50,,,,,,,
5/25/2016,06:08:50,29.225,30.686,,27.7,,,,,,,,,,,
5/25/2016,06:09:00,17.533,17.533,,27.7,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:09:10,11.696,13.158,23.1,27.5,4.1,1.98,0.81,0.50,,,,,,,
5/25/2016,06:09:20,14.609,14.609,,27.8,,,,,,,,,,,
5/25/2016,06:09:30,29.239,30.701,,27.5,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:09:40,14.620,16.082,23.0,27.5,,1.97,0.80,0.50,,,,,,,
5/25/2016,06:09:50,17.542,17.542,,27.5,,,,,,,,,,,
5/25/2016,06:10:00,26.318,26.318,,27.4,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:10:10,11.685,14.606,23.0,27.9,4.0,1.97,0.81,0.50,,,,,,,
5/25/2016,06:10:20,20.438,21.898,,28.1,,,,,,,,,,,
5/25/2016,06:10:30,14.612,16.073,,27.7,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:10:40,14.587,14.587,22.9,28.5,,1.97,0.81,0.50,,,,,,,
5/25/2016,06:10:50,17.488,18.946,,28.9,,,,,,,,,,,
5/25/2016,06:11:00,14.588,17.506,,28.4,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:11:10,17.561,17.561,22.9,27.0,4.1,1.97,0.81,0.50,,,,,,,
5/25/2016,06:11:20,14.644,17.573,,26.7,,,,,,,,,,,
5/25/2016,06:11:30,17.544,17.544,,27.5,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:11:40,61.361,61.361,23.1,27.8,,1.97,0.81,0.50,,,,,,,
5/25/2016,06:11:50,14.575,16.032,,28.8,,,,,,,,,,,
5/25/2016,06:12:00,11.684,13.144,,27.9,,,,,1.00,0.00,0.02,1.00,,,
5/25/2016,06:12:10,26.300,29.222,23.0,27.7,4.1,1.97,0.82,0.50,,,,,,,
5/25/2016,06:12:20,11.683,14.603,,28.0,,,,,,,,,,,
5/25/2016,06:12:30,11.682,14.602,,28.0,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:12:40,14.595,16.054,23.0,28.2,,1.97,0.81,0.50,,,,,,,
5/25/2016,06:12:50,17.479,18.935,,29.1,,,,,,,,,,,
5/25/2016,06:13:00,26.230,26.230,,28.9,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:13:10,11.662,14.578,23.0,28.7,4.1,1.98,0.81,0.50,,,,,,,
5/25/2016,06:13:20,14.593,14.593,,28.3,,,,,,,,,,,
5/25/2016,06:13:30,26.272,26.272,,28.2,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:13:40,14.587,16.045,22.9,28.5,,1.97,0.82,0.50,,,,,,,
5/25/2016,06:13:50,23.357,23.357,,28.1,,,,,,,,,,,
5/25/2016,06:14:00,20.452,20.452,,27.8,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:14:10,14.612,17.535,23.1,27.7,4.1,1.97,0.81,0.50,,,,,,,
5/25/2016,06:14:20,23.370,23.370,,27.9,,,,,,,,,,,
5/25/2016,06:14:30,20.429,21.888,,28.3,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:14:40,14.607,14.607,22.9,27.9,,1.97,0.81,0.50,,,,,,,
5/25/2016,06:14:50,23.326,23.326,,28.7,,,,,,,,,,,
5/25/2016,06:15:00,29.147,30.605,,28.9,,,,,1.00,0.00,0.02,1.00,,,
5/25/2016,06:15:10,14.582,14.582,23.0,28.6,4.0,1.97,0.82,0.50,,,,,,,
5/25/2016,06:15:20,32.222,33.686,,26.6,,,,,,,,,,,
5/25/2016,06:15:30,23.343,26.261,,28.4,,,,,1.00,0.00,0.02,1.00,,,
5/25/2016,06:15:40,17.523,18.983,23.0,28.0,,1.97,0.82,0.50,,,,,,,
5/25/2016,06:15:50,14.585,16.044,,28.5,,,,,,,,,,,
5/25/2016,06:16:00,17.507,17.507,,28.4,,,,,1.00,0.00,0.02,1.00,,,
5/25/2016,06:16:10,17.509,17.509,23.0,28.4,4.1,1.97,0.82,0.50,,,,,,,
5/25/2016,06:16:20,43.756,43.756,,28.5,,,,,,,,,,,
5/25/2016,06:16:30,20.414,21.872,,28.6,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:16:40,20.431,20.431,23.1,28.3,,1.97,0.80,0.50,,,,,,,
5/25/2016,06:16:50,35.018,37.936,,28.4,,,,,,,,,,,
5/25/2016,06:17:00,14.601,14.601,,28.0,,,,,1.00,0.00,0.02,1.00,,,
5/25/2016,06:17:10,26.298,26.298,23.0,27.8,4.1,1.97,0.80,0.51,,,,,,,
5/25/2016,06:17:20,17.518,20.438,,28.1,,,,,,,,,,,
5/25/2016,06:17:30,20.447,20.447,,27.9,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:17:40,23.397,26.322,23.0,27.4,,1.97,0.82,0.50,,,,,,,
5/25/2016,06:17:50,14.626,14.626,,27.3,,,,,,,,,,,
5/25/2016,06:18:00,20.466,21.928,,27.5,,,,,1.00,0.00,0.02,1.00,,,
5/25/2016,06:18:10,14.611,16.072,22.9,27.7,4.1,1.97,0.81,0.50,,,,,,,
5/25/2016,06:18:20,14.625,14.625,,27.3,,,,,,,,,,,
5/25/2016,06:18:30,14.598,16.058,,28.1,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:18:40,14.629,16.092,23.0,27.2,,1.98,0.83,0.49,,,,,,,
5/25/2016,06:18:50,35.102,36.565,,27.3,,,,,,,,,,,
5/25/2016,06:19:00,11.704,11.704,,27.2,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:19:10,20.464,21.926,23.0,27.5,4.1,1.97,0.82,0.50,,,,,,,
5/25/2016,06:19:20,20.459,21.920,,27.7,,,,,,,,,,,
5/25/2016,06:19:30,14.628,16.091,,27.2,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:19:40,17.535,17.535,23.0,27.7,,1.97,0.81,0.50,,,,,,,
5/25/2016,06:19:50,14.631,16.094,,27.1,,,,,,,,,,,
5/25/2016,06:20:00,14.603,16.064,,28.0,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:20:10,17.529,20.450,22.8,27.9,4.1,1.97,0.82,0.50,,,,,,,
5/25/2016,06:20:20,14.593,14.593,,28.3,,,,,,,,,,,
5/25/2016,06:20:30,14.600,16.060,,28.1,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:20:40,17.530,17.530,22.9,27.8,,1.97,0.81,0.50,,,,,,,
5/25/2016,06:20:50,17.536,18.998,,27.7,,,,,,,,,,,
5/25/2016,06:21:00,11.688,13.149,,27.8,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:21:10,11.668,14.585,23.0,28.5,4.1,1.97,0.82,0.50,,,,,,,
5/25/2016,06:21:20,14.596,14.596,,28.2,,,,,,,,,,,
5/25/2016,06:21:30,72.966,72.966,,28.3,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:21:40,14.605,17.526,23.0,27.9,,1.97,0.81,0.50,,,,,,,
5/25/2016,06:21:50,26.261,26.261,,28.4,,,,,,,,,,,
5/25/2016,06:22:00,14.601,16.061,,28.0,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:22:10,23.395,23.395,22.9,27.4,4.0,1.96,0.81,0.50,,,,,,,
5/25/2016,06:22:20,14.627,16.090,,27.2,,,,,,,,,,,
5/25/2016,06:22:30,14.631,17.557,,27.1,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:22:40,17.518,17.518,22.9,28.1,,1.97,0.81,0.50,,,,,,,
5/25/2016,06:22:50,17.496,18.954,,28.7,,,,,,,,,,,
5/25/2016,06:23:00,14.582,16.040,,28.6,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:23:10,14.596,14.596,23.1,28.2,4.1,1.97,0.81,0.50,,,,,,,
5/25/2016,06:23:20,17.504,17.504,,28.5,,,,,,,,,,,
5/25/2016,06:23:30,29.204,29.204,,28.0,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:23:40,14.585,17.503,23.0,28.5,,1.98,0.82,0.50,,,,,,,
5/25/2016,06:23:50,32.027,33.482,,29.3,,,,,,,,,,,
5/25/2016,06:24:00,14.583,16.041,,28.6,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:24:10,40.843,43.760,23.0,28.5,4.1,1.97,0.81,0.50,,,,,,,
5/25/2016,06:24:20,11.704,11.704,,27.2,,,,,,,,,,,
5/25/2016,06:24:30,17.492,18.949,,28.8,,,,,1.00,0.00,0.02,1.00,,,
5/25/2016,06:24:40,17.507,18.966,23.0,28.4,,1.98,0.82,0.50,,,,,,,
5/25/2016,06:24:50,20.399,21.857,,28.9,,,,,,,,,,,
5/25/2016,06:25:00,11.658,14.572,,28.9,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:25:10,14.563,16.019,23.0,29.2,4.1,1.97,0.79,0.51,,,,,,,
5/25/2016,06:25:20,26.208,29.121,,29.2,,,,,,,,,,,
5/25/2016,06:25:30,17.517,17.517,,28.2,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:25:40,67.075,68.533,23.0,28.6,,1.97,0.82,0.50,,,,,,,
5/25/2016,06:25:50,23.345,24.804,,28.4,,,,,,,,,,,
5/25/2016,06:26:00,20.429,20.429,,28.3,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:26:10,17.501,18.959,23.1,28.5,4.0,1.97,0.82,0.50,,,,,,,
5/25/2016,06:26:20,14.606,16.067,,27.9,,,,,,,,,,,
5/25/2016,06:26:30,29.176,32.094,,28.4,,,,,1.00,0.00,0.02,1.00,,,
5/25/2016,06:26:40,26.275,26.275,22.9,28.2,,1.96,0.81,0.50,,,,,,,
5/25/2016,06:26:50,26.254,26.254,,28.5,,,,,,,,,,,
5/25/2016,06:27:00,11.676,14.595,,28.2,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:27:10,14.596,16.055,23.0,28.2,4.1,1.97,0.82,0.50,,,,,,,
5/25/2016,06:27:20,14.580,14.580,,28.7,,,,,,,,,,,
5/25/2016,06:27:30,17.503,17.503,,28.5,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:27:40,26.252,29.168,23.1,28.5,,1.97,0.81,0.50,,,,,,,
5/25/2016,06:27:50,14.592,14.592,,28.3,,,,,,,,,,,
5/25/2016,06:28:00,14.585,17.503,,28.5,,,,,1.00,0.00,0.02,1.00,,,
5/25/2016,06:28:10,17.509,18.968,22.9,28.4,4.1,1.97,0.82,0.50,,,,,,,
5/25/2016,06:28:20,23.349,24.809,,28.3,,,,,,,,,,,
5/25/2016,06:28:30,17.538,18.999,,27.6,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:28:40,20.455,20.455,22.9,27.7,,1.97,0.81,0.50,,,,,,,
5/25/2016,06:28:50,26.302,27.763,,27.7,,,,,,,,,,,
5/25/2016,06:29:00,14.621,17.545,,27.4,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:29:10,14.621,17.545,22.9,27.4,4.1,1.96,0.81,0.50,,,,,,,
5/25/2016,06:29:20,17.530,18.991,,27.8,,,,,,,,,,,
5/25/2016,06:29:30,17.532,17.532,,27.8,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:29:40,14.628,14.628,22.9,27.2,,1.97,0.82,0.50,,,,,,,
5/25/2016,06:29:50,14.627,16.090,,27.2,,,,,,,,,,,
5/25/2016,06:30:00,17.432,17.432,,30.2,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:30:10,14.618,16.080,22.9,27.5,4.0,1.97,0.81,0.50,,,,,,,
5/25/2016,06:30:20,20.478,21.941,,27.2,,,,,,,,,,,
5/25/2016,06:30:30,23.394,23.394,,27.4,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:30:40,11.700,14.625,22.9,27.3,,1.97,0.81,0.50,,,,,,,
5/25/2016,06:30:50,11.701,11.701,,27.3,,,,,,,,,,,
5/25/2016,06:31:00,20.459,20.459,,27.7,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:31:10,14.611,16.072,22.9,27.7,4.0,1.97,0.82,0.50,,,,,,,
5/25/2016,06:31:20,32.122,35.042,,28.0,,,,,,,,,,,
5/25/2016,06:31:30,29.217,30.678,,27.8,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:31:40,20.401,21.859,22.9,28.9,,1.97,0.81,0.50,,,,,,,
5/25/2016,06:31:50,17.539,19.001,,27.6,,,,,,,,,,,
5/25/2016,06:32:00,20.457,20.457,,27.7,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:32:10,23.374,24.834,22.9,27.8,4.1,1.97,0.81,0.50,,,,,,,
5/25/2016,06:32:20,23.374,23.374,,27.8,,,,,,,,,,,
5/25/2016,06:32:30,20.474,21.937,,27.3,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:32:40,20.448,21.909,23.0,27.9,,1.97,0.81,0.50,,,,,,,
5/25/2016,06:32:50,17.547,17.547,,27.4,,,,,,,,,,,
5/25/2016,06:33:00,14.621,14.621,,27.4,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:33:10,38.043,38.043,23.0,27.1,4.1,1.97,0.82,0.50,,,,,,,
5/25/2016,06:33:20,14.636,14.636,,27.0,,,,,,,,,,,
5/25/2016,06:33:30,14.628,14.628,,27.2,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:33:40,23.386,24.847,22.8,27.6,,1.97,0.81,0.50,,,,,,,
5/25/2016,06:33:50,20.473,20.473,,27.4,,,,,,,,,,,
5/25/2016,06:34:00,35.102,35.102,,27.3,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:34:10,26.318,26.318,22.9,27.4,4.1,1.97,0.82,0.50,,,,,,,
5/25/2016,06:34:20,17.563,20.490,,27.0,,,,,,,,,,,
5/25/2016,06:34:30,17.550,19.012,,27.3,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:34:40,14.585,14.585,23.0,28.5,,1.98,0.81,0.50,,,,,,,
5/25/2016,06:34:50,11.677,13.136,,28.2,,,,,,,,,,,
5/25/2016,06:35:00,14.592,16.051,,28.3,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:35:10,26.272,27.732,22.9,28.2,4.1,1.97,0.82,0.50,,,,,,,
5/25/2016,06:35:20,14.609,14.609,,27.8,,,,,,,,,,,
5/25/2016,06:35:30,11.664,13.122,,28.7,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:35:40,20.476,21.939,22.9,27.3,,1.97,0.81,0.50,,,,,,,
5/25/2016,06:35:50,11.686,13.147,,27.9,,,,,,,,,,,
5/25/2016,06:36:00,14.578,16.035,,28.7,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:36:10,17.515,18.975,22.9,28.2,4.1,1.97,0.81,0.50,,,,,,,
5/25/2016,06:36:20,26.261,26.261,,28.4,,,,,,,,,,,
5/25/2016,06:36:30,37.881,37.881,,29.0,,,,,1.00,0.00,0.01,1.00,,,
5/25/2016,06:36:40,23.337,23.337,22.9,28.5,,1.96,0.81,0.50,,,,,,,
5/25/2016,06:36:50,23.335,24.793,,28.5,,,,,,,,,,,
5/25/2016,06:37:00,35.072,36.534,,27.7,,,,,1.00,0.00,0.01,1.00,,,
