File Name:,G:\PUM\DATA\MicroPEM_010318_160408raw.csv
Download Date:,01/03/2018
Total Download Time (s):,3.3

Device Serial #:,RTI321177N
Date/Time Hardware:,5/24/2016
Date/Time Software:,1/27/2017,v2.0.6236.20371
Participant ID#:,
Filter ID#:,S000000
Participant Weight (kg),NA
Inlet Aerosol Size:,PM2.5
Laser Cycling Variables:Delay - Sampling time - Off time,1,1,8
System Times,No cycling - Always On
Sensor,Slope,Offset,Log Interval,High Target (ref only),Low target (ref only)
Nephelometer,3.0000,87,10
Temperature,1.0000,53,30
Humidity,1.0000,-8,10
Inlet Pressure,4095.0000,0,30,1920,1408
Orifice Pressure,4095.0000,0,30,1920,1408
Flow,,,30,900,200,0.5
Accelerometer,,,30
Battery,,,60
Ventilation,NA,NA

Date,Time,RH-Corrected Nephelometer,RH-Corrected Nephelometer HR,Temp,RH,Battery,Inlet Press,Orifice Press,Flow,X-axis,Y-axis,Z-axis,Vector Sum Composite,ShutDownReason,Wearing Compliance,ValidityWearingCompliance validation
Date,Time,μg/m³,μg/m³,C,%,V,in H2O,in H2O,Lpm,g-unit,g-unit,g-unit,g-unit,,0=valid, 1=questionable, 2=invalid,0=valid, 1=questionable, 2=invalid

5/24/2016,11:01:30,14.348,14.348,,34.5,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:01:40,11.460,11.460,22.7,35.0,,1.95,0.81,0.50,,,,,,,
5/24/2016,11:01:50,11.450,14.313,,35.3,,,,,,,,,,,
5/24/2016,11:02:00,11.453,12.885,,35.2,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:02:10,11.426,11.426,22.7,35.9,4.6,1.95,0.81,0.50,,,,,,,
5/24/2016,11:02:20,14.331,14.331,,34.9,,,,,,,,,,,
5/24/2016,11:02:30,14.334,14.334,,34.8,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:02:40,11.464,12.898,22.6,34.9,,1.95,0.81,0.50,,,,,,,
5/24/2016,11:02:50,11.453,14.316,,35.2,,,,,,,,,,,
5/24/2016,11:03:00,11.472,11.472,,34.7,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:03:10,17.192,18.625,22.7,35.0,4.7,1.95,0.81,0.50,,,,,,,
5/24/2016,11:03:20,11.463,11.463,,34.9,,,,,,,,,,,
5/24/2016,11:03:30,17.228,17.228,,34.3,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:03:40,11.490,12.926,22.7,34.2,,1.95,0.81,0.50,,,,,,,
5/24/2016,11:03:50,11.472,12.906,,34.7,,,,,,,,,,,
5/24/2016,11:04:00,20.058,20.058,,35.0,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:04:10,11.420,14.276,22.6,36.0,4.7,1.95,0.81,0.50,,,,,,,
5/24/2016,11:04:20,11.525,12.965,,33.2,,,,,,,,,,,
5/24/2016,11:04:30,17.322,17.322,,32.5,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:04:40,14.427,15.870,22.7,32.7,,1.95,0.81,0.50,,,,,,,
5/24/2016,11:04:50,14.443,17.332,,32.3,,,,,,,,,,,
5/24/2016,11:05:00,14.440,14.440,,32.4,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:05:10,14.388,17.265,22.7,33.6,4.7,1.96,0.81,0.50,,,,,,,
5/24/2016,11:05:20,31.856,31.856,,31.4,,,,,,,,,,,
5/24/2016,11:05:30,11.581,13.028,,31.5,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:05:40,11.576,13.023,22.7,31.7,,1.95,0.82,0.50,,,,,,,
5/24/2016,11:05:50,14.462,15.908,,31.8,,,,,,,,,,,
5/24/2016,11:06:00,14.497,14.497,,31.0,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:06:10,20.295,23.195,22.5,31.0,4.7,1.94,0.81,0.50,,,,,,,
5/24/2016,11:06:20,23.202,23.202,,30.8,,,,,,,,,,,
5/24/2016,11:06:30,11.595,14.494,,31.0,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:06:40,11.608,14.510,22.6,30.6,,1.95,0.81,0.50,,,,,,,
5/24/2016,11:06:50,14.497,17.396,,31.0,,,,,,,,,,,
5/24/2016,11:07:00,14.523,15.975,,30.3,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:07:10,11.614,13.065,22.6,30.4,4.6,1.95,0.81,0.50,,,,,,,
5/24/2016,11:07:20,14.473,15.920,,31.6,,,,,,,,,,,
5/24/2016,11:07:30,14.432,15.875,,32.6,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:07:40,11.573,14.467,22.7,31.7,,1.95,0.81,0.50,,,,,,,
5/24/2016,11:07:50,14.483,14.483,,31.3,,,,,,,,,,,
5/24/2016,11:08:00,11.602,11.602,,30.8,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:08:10,14.492,14.492,22.5,31.1,4.6,1.95,0.81,0.50,,,,,,,
5/24/2016,11:08:20,23.192,24.642,,31.0,,,,,,,,,,,
5/24/2016,11:08:30,14.526,15.978,,30.2,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:08:40,26.151,29.057,22.6,30.1,,1.94,0.81,0.50,,,,,,,
5/24/2016,11:08:50,11.610,11.610,,30.5,,,,,,,,,,,
5/24/2016,11:09:00,20.334,21.786,,30.2,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:09:10,14.508,15.959,22.6,30.7,4.6,1.94,0.81,0.50,,,,,,,
5/24/2016,11:09:20,14.518,15.970,,30.4,,,,,,,,,,,
5/24/2016,11:09:30,14.511,15.962,,30.6,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:09:40,14.513,14.513,22.7,30.5,,1.95,0.81,0.50,,,,,,,
5/24/2016,11:09:50,14.537,14.537,,29.9,,,,,,,,,,,
5/24/2016,11:10:00,11.581,13.028,,31.5,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:10:10,14.462,14.462,22.6,31.8,4.7,1.95,0.81,0.50,,,,,,,
5/24/2016,11:10:20,20.251,21.697,,31.8,,,,,,,,,,,
5/24/2016,11:10:30,17.362,18.808,,31.7,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:10:40,14.437,14.437,22.7,32.5,,1.95,0.81,0.50,,,,,,,
5/24/2016,11:10:50,17.205,17.205,,34.7,,,,,,,,,,,
5/24/2016,11:11:00,11.615,11.615,,30.4,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:11:10,17.305,18.747,22.6,32.8,4.7,1.94,0.81,0.50,,,,,,,
5/24/2016,11:11:20,14.486,15.935,,31.2,,,,,,,,,,,
5/24/2016,11:11:30,14.457,15.903,,32.0,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:11:40,17.373,18.820,22.6,31.5,,1.95,0.82,0.50,,,,,,,
5/24/2016,11:11:50,14.503,14.503,,30.8,,,,,,,,,,,
5/24/2016,11:12:00,11.561,13.006,,32.1,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:12:10,14.435,17.322,22.5,32.5,4.7,1.95,0.82,0.50,,,,,,,
5/24/2016,11:12:20,17.358,18.804,,31.8,,,,,,,,,,,
5/24/2016,11:12:30,14.451,15.896,,32.1,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:12:40,14.465,14.465,22.6,31.8,,1.94,0.82,0.50,,,,,,,
5/24/2016,11:12:50,11.611,14.514,,30.5,,,,,,,,,,,
5/24/2016,11:13:00,11.595,13.044,,31.0,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:13:10,11.590,13.039,22.7,31.2,4.7,1.94,0.81,0.50,,,,,,,
5/24/2016,11:13:20,11.581,11.581,,31.5,,,,,,,,,,,
5/24/2016,11:13:30,11.573,11.573,,31.7,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:13:40,17.362,18.808,22.6,31.7,,1.95,0.82,0.50,,,,,,,
5/24/2016,11:13:50,11.577,13.024,,31.6,,,,,,,,,,,
5/24/2016,11:14:00,11.587,13.035,,31.3,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:14:10,11.587,13.035,22.7,31.3,4.6,1.95,0.81,0.50,,,,,,,
5/24/2016,11:14:20,11.596,11.596,,31.0,,,,,,,,,,,
5/24/2016,11:14:30,31.870,31.870,,31.2,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:14:40,11.603,11.603,22.7,30.8,,1.95,0.81,0.50,,,,,,,
5/24/2016,11:14:50,11.591,13.040,,31.2,,,,,,,,,,,
5/24/2016,11:15:00,23.180,24.629,,31.2,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:15:10,11.608,14.510,22.6,30.6,4.6,1.95,0.81,0.50,,,,,,,
5/24/2016,11:15:20,14.508,15.959,,30.7,,,,,,,,,,,
5/24/2016,11:15:30,17.394,17.394,,31.0,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:15:40,11.594,13.043,22.6,31.1,,1.95,0.82,0.50,,,,,,,
5/24/2016,11:15:50,11.598,11.598,,30.9,,,,,,,,,,,
5/24/2016,11:16:00,14.514,14.514,,30.5,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:16:10,14.495,14.495,22.7,31.0,4.7,1.95,0.81,0.50,,,,,,,
5/24/2016,11:16:20,11.611,11.611,,30.5,,,,,,,,,,,
5/24/2016,11:16:30,14.508,14.508,,30.7,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:16:40,14.500,14.500,22.8,30.9,,1.95,0.82,0.50,,,,,,,
5/24/2016,11:16:50,14.503,14.503,,30.8,,,,,,,,,,,
5/24/2016,11:17:00,23.180,23.180,,31.2,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:17:10,14.491,17.389,22.6,31.1,4.6,1.95,0.82,0.50,,,,,,,
5/24/2016,11:17:20,14.489,15.938,,31.2,,,,,,,,,,,
5/24/2016,11:17:30,14.485,14.485,,31.3,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:17:40,11.585,13.034,22.7,31.3,,1.94,0.81,0.50,,,,,,,
5/24/2016,11:17:50,14.503,15.953,,30.8,,,,,,,,,,,
5/24/2016,11:18:00,14.479,17.374,,31.4,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:18:10,11.582,13.029,22.7,31.5,4.6,1.94,0.81,0.50,,,,,,,
5/24/2016,11:18:20,28.999,30.449,,30.9,,,,,,,,,,,
5/24/2016,11:18:30,14.479,15.927,,31.4,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:18:40,11.565,13.010,22.6,32.0,,1.95,0.82,0.50,,,,,,,
5/24/2016,11:18:50,34.690,34.690,,32.0,,,,,,,,,,,
5/24/2016,11:19:00,20.268,20.268,,31.5,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:19:10,11.566,13.012,22.6,32.0,4.7,1.94,0.81,0.50,,,,,,,
5/24/2016,11:19:20,14.491,14.491,,31.1,,,,,,,,,,,
5/24/2016,11:19:30,14.460,17.352,,31.9,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:19:40,11.582,14.477,22.6,31.5,,1.94,0.81,0.50,,,,,,,
5/24/2016,11:19:50,11.563,13.009,,32.0,,,,,,,,,,,
5/24/2016,11:20:00,8.656,11.542,,32.7,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:20:10,11.490,14.362,22.6,34.2,4.7,1.94,0.81,0.50,,,,,,,
5/24/2016,11:20:20,11.487,11.487,,34.3,,,,,,,,,,,
5/24/2016,11:20:30,17.253,18.691,,33.8,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:20:40,40.200,41.635,22.6,34.3,,1.94,0.81,0.50,,,,,,,
5/24/2016,11:20:50,14.354,14.354,,34.4,,,,,,,,,,,
5/24/2016,11:21:00,11.462,12.894,,35.0,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:21:10,14.339,15.773,22.6,34.7,4.6,1.95,0.81,0.50,,,,,,,
5/24/2016,11:21:20,20.126,23.001,,33.9,,,,,,,,,,,
5/24/2016,11:21:30,14.403,15.843,,33.3,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:21:40,23.063,23.063,22.6,33.0,,1.95,0.81,0.50,,,,,,,
5/24/2016,11:21:50,14.401,17.281,,33.3,,,,,,,,,,,
5/24/2016,11:22:00,20.214,23.101,,32.4,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:22:10,14.463,14.463,22.6,31.8,4.7,1.95,0.81,0.50,,,,,,,
5/24/2016,11:22:20,11.583,13.031,,31.4,,,,,,,,,,,
5/24/2016,11:22:30,11.587,11.587,,31.3,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:22:40,11.563,13.009,22.6,32.0,,1.94,0.81,0.50,,,,,,,
5/24/2016,11:22:50,23.149,23.149,,31.7,,,,,,,,,,,
5/24/2016,11:23:00,11.582,13.029,,31.5,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:23:10,11.583,13.031,22.6,31.4,4.6,1.95,0.81,0.50,,,,,,,
5/24/2016,11:23:20,14.473,15.920,,31.6,,,,,,,,,,,
5/24/2016,11:23:30,11.603,13.054,,30.8,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:23:40,17.401,18.851,22.6,30.8,,1.95,0.82,0.50,,,,,,,
5/24/2016,11:23:50,14.510,15.961,,30.6,,,,,,,,,,,
5/24/2016,11:24:00,23.192,24.642,,31.0,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:24:10,14.511,14.511,22.6,30.6,4.6,1.95,0.81,0.50,,,,,,,
5/24/2016,11:24:20,14.504,15.954,,30.8,,,,,,,,,,,
5/24/2016,11:24:30,14.514,15.966,,30.5,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:24:40,11.603,13.054,22.5,30.8,,1.94,0.80,0.51,,,,,,,
5/24/2016,11:24:50,11.603,11.603,,30.8,,,,,,,,,,,
5/24/2016,11:25:00,11.614,13.065,,30.4,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:25:10,20.322,20.322,22.6,30.5,4.7,1.95,0.82,0.50,,,,,,,
5/24/2016,11:25:20,14.470,14.470,,31.7,,,,,,,,,,,
5/24/2016,11:25:30,11.582,13.029,,31.5,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:25:40,17.420,17.420,22.5,30.4,,1.95,0.81,0.50,,,,,,,
5/24/2016,11:25:50,14.526,14.526,,30.2,,,,,,,,,,,
5/24/2016,11:26:00,20.328,20.328,,30.4,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:26:10,11.630,13.083,22.6,29.9,4.6,1.95,0.81,0.50,,,,,,,
5/24/2016,11:26:20,14.542,14.542,,29.7,,,,,,,,,,,
5/24/2016,11:26:30,14.540,14.540,,29.8,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:26:40,11.619,13.072,22.6,30.2,,1.95,0.81,0.50,,,,,,,
5/24/2016,11:26:50,17.429,18.881,,30.2,,,,,,,,,,,
5/24/2016,11:27:00,14.530,14.530,,30.1,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:27:10,14.520,15.972,22.6,30.4,4.6,1.95,0.81,0.50,,,,,,,
5/24/2016,11:27:20,11.612,13.064,,30.5,,,,,,,,,,,
5/24/2016,11:27:30,11.619,11.619,,30.2,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:27:40,11.597,13.047,22.5,31.0,,1.95,0.81,0.50,,,,,,,
5/24/2016,11:27:50,14.505,14.505,,30.7,,,,,,,,,,,
5/24/2016,11:28:00,14.492,17.391,,31.1,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:28:10,11.634,13.088,22.5,29.7,4.6,1.94,0.82,0.50,,,,,,,
5/24/2016,11:28:20,17.444,17.444,,29.9,,,,,,,,,,,
5/24/2016,11:28:30,11.619,13.072,,30.2,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:28:40,14.498,14.498,22.5,30.9,,1.95,0.81,0.50,,,,,,,
5/24/2016,11:28:50,17.378,17.378,,31.3,,,,,,,,,,,
5/24/2016,11:29:00,11.573,14.467,,31.7,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:29:10,11.573,13.020,22.6,31.7,4.6,1.94,0.81,0.50,,,,,,,
5/24/2016,11:29:20,11.574,13.021,,31.7,,,,,,,,,,,
5/24/2016,11:29:30,11.558,11.558,,32.2,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:29:40,31.803,34.694,22.6,32.0,,1.95,0.80,0.50,,,,,,,
5/24/2016,11:29:50,14.429,15.872,,32.7,,,,,,,,,,,
5/24/2016,11:30:00,28.886,28.886,,32.3,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:30:10,20.223,21.667,22.6,32.3,4.7,1.95,0.81,0.50,,,,,,,
5/24/2016,11:30:20,11.566,13.012,,32.0,,,,,,,,,,,
5/24/2016,11:30:30,20.272,21.720,,31.4,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:30:40,11.576,13.023,22.5,31.7,,1.94,0.81,0.50,,,,,,,
5/24/2016,11:30:50,11.594,11.594,,31.1,,,,,,,,,,,
5/24/2016,11:31:00,17.382,18.830,,31.3,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:31:10,11.616,14.520,22.6,30.4,4.7,1.95,0.81,0.50,,,,,,,
5/24/2016,11:31:20,11.597,14.497,,31.0,,,,,,,,,,,
5/24/2016,11:31:30,14.488,14.488,,31.2,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:31:40,11.576,13.023,22.7,31.7,,1.94,0.81,0.50,,,,,,,
5/24/2016,11:31:50,14.482,15.930,,31.3,,,,,,,,,,,
5/24/2016,11:32:00,17.382,18.830,,31.3,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:32:10,14.470,15.917,22.5,31.7,4.6,1.95,0.81,0.50,,,,,,,
5/24/2016,11:32:20,14.483,14.483,,31.3,,,,,,,,,,,
5/24/2016,11:32:30,14.474,15.922,,31.5,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:32:40,14.480,14.480,22.6,31.4,,1.94,0.81,0.50,,,,,,,
5/24/2016,11:32:50,14.470,14.470,,31.7,,,,,,,,,,,
5/24/2016,11:33:00,17.317,18.760,,32.6,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:33:10,14.445,14.445,22.5,32.3,4.7,1.95,0.82,0.50,,,,,,,
5/24/2016,11:33:20,17.369,17.369,,31.5,,,,,,,,,,,
5/24/2016,11:33:30,14.457,15.903,,32.0,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:33:40,11.541,12.983,22.5,32.7,,1.94,0.81,0.50,,,,,,,
5/24/2016,11:33:50,14.427,17.313,,32.7,,,,,,,,,,,
5/24/2016,11:34:00,17.320,18.764,,32.5,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:34:10,17.318,18.762,22.6,32.6,4.6,1.95,0.80,0.50,,,,,,,
5/24/2016,11:34:20,14.373,15.810,,34.0,,,,,,,,,,,
5/24/2016,11:34:30,11.494,12.931,,34.1,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:34:40,8.608,11.477,22.5,34.5,,1.95,0.81,0.50,,,,,,,
5/24/2016,11:34:50,11.467,12.901,,34.8,,,,,,,,,,,
5/24/2016,11:35:00,11.432,11.432,,35.7,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:35:10,14.279,14.279,22.6,36.0,4.6,1.95,0.82,0.50,,,,,,,
5/24/2016,11:35:20,11.431,11.431,,35.8,,,,,,,,,,,
5/24/2016,11:35:30,14.383,14.383,,33.7,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:35:40,14.408,14.408,22.5,33.2,,1.94,0.81,0.50,,,,,,,
5/24/2016,11:35:50,17.293,18.734,,33.1,,,,,,,,,,,
5/24/2016,11:36:00,11.541,12.983,,32.7,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:36:10,11.553,11.553,22.7,32.3,4.7,1.95,0.81,0.50,,,,,,,
5/24/2016,11:36:20,11.549,11.549,,32.5,,,,,,,,,,,
5/24/2016,11:36:30,11.553,11.553,,32.3,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:36:40,11.574,14.468,22.5,31.7,,1.95,0.81,0.50,,,,,,,
5/24/2016,11:36:50,11.546,12.989,,32.6,,,,,,,,,,,
5/24/2016,11:37:00,8.686,11.582,,31.5,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:37:10,14.494,17.392,22.5,31.0,4.7,1.95,0.82,0.50,,,,,,,
5/24/2016,11:37:20,14.513,14.513,,30.5,,,,,,,,,,,
5/24/2016,11:37:30,23.213,24.664,,30.7,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:37:40,11.610,13.061,22.6,30.5,,1.95,0.81,0.50,,,,,,,
5/24/2016,11:37:50,20.312,21.763,,30.7,,,,,,,,,,,
5/24/2016,11:38:00,11.617,11.617,,30.3,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:38:10,14.530,14.530,22.5,30.1,4.7,1.95,0.81,0.50,,,,,,,
5/24/2016,11:38:20,11.607,11.607,,30.7,,,,,,,,,,,
5/24/2016,11:38:30,14.504,15.954,,30.8,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:38:40,17.408,17.408,22.5,30.7,,1.95,0.82,0.50,,,,,,,
5/24/2016,11:38:50,11.627,14.534,,30.0,,,,,,,,,,,
5/24/2016,11:39:00,20.356,21.810,,29.8,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:39:10,14.531,15.984,22.6,30.0,4.6,1.95,0.82,0.50,,,,,,,
5/24/2016,11:39:20,11.635,13.089,,29.7,,,,,,,,,,,
5/24/2016,11:39:30,14.531,15.984,,30.0,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:39:40,14.540,15.994,22.5,29.8,,1.94,0.81,0.50,,,,,,,
5/24/2016,11:39:50,11.632,13.086,,29.8,,,,,,,,,,,
5/24/2016,11:40:00,20.344,21.797,,30.0,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:40:10,14.537,14.537,22.5,29.9,4.7,1.95,0.80,0.50,,,,,,,
5/24/2016,11:40:20,11.628,13.082,,29.9,,,,,,,,,,,
5/24/2016,11:40:30,11.615,14.518,,30.4,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:40:40,17.444,17.444,22.5,29.9,,1.95,0.82,0.50,,,,,,,
5/24/2016,11:40:50,11.636,13.091,,29.7,,,,,,,,,,,
5/24/2016,11:41:00,14.548,14.548,,29.6,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:41:10,11.624,11.624,22.5,30.1,4.6,1.95,0.81,0.50,,,,,,,
5/24/2016,11:41:20,17.313,17.313,,32.7,,,,,,,,,,,
5/24/2016,11:41:30,11.598,13.048,,30.9,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:41:40,14.517,15.969,22.5,30.4,,1.95,0.81,0.50,,,,,,,
5/24/2016,11:41:50,8.678,11.571,,31.8,,,,,,,,,,,
5/24/2016,11:42:00,11.521,12.961,,33.3,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:42:10,17.389,18.838,22.4,31.1,4.6,1.94,0.81,0.50,,,,,,,
5/24/2016,11:42:20,17.399,17.399,,30.9,,,,,,,,,,,
5/24/2016,11:42:30,17.351,18.796,,31.9,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:42:40,11.572,13.018,22.5,31.8,,1.95,0.82,0.50,,,,,,,
5/24/2016,11:42:50,11.562,13.007,,32.1,,,,,,,,,,,
5/24/2016,11:43:00,14.500,15.950,,30.9,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:43:10,11.579,14.474,22.5,31.5,4.6,1.95,0.80,0.50,,,,,,,
5/24/2016,11:43:20,11.560,11.560,,32.2,,,,,,,,,,,
5/24/2016,11:43:30,17.330,18.774,,32.3,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:43:40,11.587,13.035,22.5,31.3,,1.95,0.82,0.50,,,,,,,
5/24/2016,11:43:50,11.582,11.582,,31.5,,,,,,,,,,,
5/24/2016,11:44:00,11.594,13.043,,31.1,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:44:10,11.595,13.044,22.5,31.0,4.6,1.95,0.81,0.50,,,,,,,
5/24/2016,11:44:20,8.693,10.141,,31.2,,,,,,,,,,,
5/24/2016,11:44:30,11.603,11.603,,30.8,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:44:40,17.389,18.838,22.4,31.1,,1.95,0.82,0.50,,,,,,,
5/24/2016,11:44:50,14.485,14.485,,31.3,,,,,,,,,,,
5/24/2016,11:45:00,14.501,15.951,,30.8,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:45:10,14.497,14.497,22.5,31.0,4.6,1.95,0.81,0.50,,,,,,,
5/24/2016,11:45:20,17.398,18.848,,30.9,,,,,,,,,,,
5/24/2016,11:45:30,11.602,11.602,,30.8,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:45:40,11.614,13.065,22.5,30.4,,1.95,0.81,0.50,,,,,,,
5/24/2016,11:45:50,11.604,11.604,,30.7,,,,,,,,,,,
5/24/2016,11:46:00,11.617,13.069,,30.3,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:46:10,11.615,13.067,22.5,30.4,4.6,1.95,0.82,0.50,,,,,,,
5/24/2016,11:46:20,17.396,17.396,,31.0,,,,,,,,,,,
5/24/2016,11:46:30,20.306,20.306,,30.8,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:46:40,11.607,11.607,22.6,30.7,,1.94,0.81,0.50,,,,,,,
5/24/2016,11:46:50,11.611,11.611,,30.5,,,,,,,,,,,
5/24/2016,11:47:00,11.618,11.618,,30.3,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:47:10,11.611,13.063,22.4,30.5,4.6,1.95,0.81,0.50,,,,,,,
5/24/2016,11:47:20,14.505,14.505,,30.7,,,,,,,,,,,
5/24/2016,11:47:30,11.602,13.052,,30.8,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:47:40,8.704,10.155,22.5,30.7,,1.95,0.81,0.50,,,,,,,
5/24/2016,11:47:50,11.611,11.611,,30.5,,,,,,,,,,,
5/24/2016,11:48:00,17.426,17.426,,30.3,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:48:10,14.524,15.977,22.5,30.2,4.6,1.95,0.81,0.50,,,,,,,
5/24/2016,11:48:20,11.609,11.609,,30.6,,,,,,,,,,,
5/24/2016,11:48:30,11.604,11.604,,30.7,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:48:40,17.398,17.398,22.5,30.9,,1.95,0.81,0.50,,,,,,,
5/24/2016,11:48:50,11.610,13.061,,30.5,,,,,,,,,,,
5/24/2016,11:49:00,14.501,15.951,,30.8,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:49:10,11.604,13.055,22.5,30.7,4.6,1.95,0.81,0.50,,,,,,,
5/24/2016,11:49:20,11.584,14.480,,31.4,,,,,,,,,,,
5/24/2016,11:49:30,11.577,13.024,,31.6,,,,,1.00,0.00,0.01,1.00,,,
5/24/2016,11:49:40,11.584,11.584,22.6,31.4,,1.95,0.82,0.50,,,,,,,
5/24/2016,11:49:50,14.480,15.928,,31.4,,,,,,,,,,,
5/24/2016,11:50:00,14.518,15.970,,30.4,,,,,1.00,0.00,0.02,1.00,,,
5/24/2016,11:50:10,11.574,14.468,22.6,31.7,4.6,1.95,0.82,0.50,,,,,,,
5/24/2016,11:50:20,14.470,15.917,,31.7,,,,,,,,,,,
